index,INVC_CONT
32000,6.577507697099796
32001,6.552471535705712
32002,6.611120072225134
32003,6.6334532306295015
32004,6.561608846129988
32005,7.233670061680604
32006,7.2263394625945425
32007,6.602421023555143
32008,6.756838384516921
32009,7.109400881486646
32010,6.536022003256475
32011,6.637640033268629
32012,6.740022051346431
32013,6.939892032644559
32014,6.727197197756611
32015,6.607785060545044
32016,6.579934449276474
32017,7.053871173858977
32018,7.133624442249449
32019,6.540550747669732
32020,7.059891305348435
32021,7.066485057237838
32022,6.620673300588235
32023,6.612606901253789
32024,7.139632012027681
32025,6.637640033268629
32026,6.798134224822583
32027,6.619513105201549
32028,6.619513105201549
32029,6.65109280865261
32030,7.226295666614179
32031,6.664176181296191
32032,6.672102859059378
32033,7.266269376040534
32034,6.747212518473102
32035,7.463835594166739
32036,7.047584642318296
32037,7.266269376040534
32038,6.619513105201549
32039,7.4088560394545935
32040,7.0584507627553865
32041,7.031747964535066
32042,6.639312861496421
32043,6.561608846129988
32044,7.333546359183537
32045,6.646341365387523
32046,6.855351521881643
32047,6.628487435866168
32048,6.642932636854805
32049,6.680141278610142
32050,6.920669383081251
32051,6.822572491179056
32052,6.8961969129711616
32053,7.133624442249449
32054,6.577507697099796
32055,6.912395481626078
32056,6.61016028695211
32057,6.61016028695211
32058,6.738943130595952
32059,7.109400881486646
32060,6.552471535705712
32061,6.798134224822583
32062,6.620673300588235
32063,7.031267389513745
32064,6.6654799335854
32065,6.62910213539035
32066,6.653406493561606
32067,7.034141938868644
32068,6.7889696453815755
32069,6.952310100120654
32070,6.68035148075271
32071,6.637640033268629
32072,11.320769490167597
32073,6.628487435866168
32074,6.620673300588235
32075,6.664138950203809
32076,7.1017644547251395
32077,6.628357345823767
32078,6.833240995115963
32079,6.611120072225134
32080,6.603555977122832
32081,6.93497546634517
32082,6.690247749316058
32083,6.960186979284427
32084,6.939892032644559
32085,6.738943130595952
32086,6.513853287023867
32087,6.747212518473102
32088,7.133624442249449
32089,6.592859248256354
32090,6.628357345823767
32091,7.139632012027681
32092,7.139632012027681
32093,6.7889696453815755
32094,6.620673300588235
32095,6.77298294489181
32096,6.611120072225134
32097,13.04874749361796
32098,6.639312861496421
32099,6.628487435866168
32100,7.332416691088765
32101,7.2263394625945425
32102,7.9398127838981285
32103,6.704742728956654
32104,7.074319065336054
32105,6.417786780257422
32106,6.577507697099796
32107,6.623175306706507
32108,7.1017644547251395
32109,6.6943982839151746
32110,10.594366953219545
32111,7.669641949978732
32112,4.632626218723353
32113,6.274773215887167
32114,5.289629463504211
32115,5.289629463504211
32116,5.289629463504211
32117,5.289629463504211
32118,4.947657950782135
32119,4.349861274513825
32120,7.352003428264167
32121,5.913855367410715
32122,4.9754700390601725
32123,5.120253060448938
32124,4.829910292925272
32125,4.461344842498098
32126,12.690311716129646
32127,6.115966601951297
32128,7.757015322709191
32129,4.57947693838411
32130,4.57947693838411
32131,5.74067877072924
32132,4.987658202902196
32133,4.863329936440041
32134,3.608835098326911
32135,4.054039205309693
32136,7.224557556105111
32137,4.956339873691553
32138,5.671061777490996
32139,5.671061777490996
32140,7.032691797956667
32141,4.418530898866616
32142,5.181150459326003
32143,5.4126000734704744
32144,5.4121185353576005
32145,6.341371096199092
32146,5.106624609641484
32147,6.186380612645943
32148,4.7645325577684225
32149,4.463757053298406
32150,4.278937832498364
32151,4.681796000098674
32152,7.120971166103367
32153,4.844330354788476
32154,4.844330354788476
32155,4.844330354788476
32156,4.844330354788476
32157,4.844330354788476
32158,4.844330354788476
32159,4.844330354788476
32160,4.844330354788476
32161,4.844330354788476
32162,4.844330354788476
32163,4.844330354788476
32164,5.5425762323509975
32165,4.981873917424676
32166,4.89611721845608
32167,5.9243930355332495
32168,4.5054100964892125
32169,5.325216092980494
32170,4.528978218745497
32171,5.642611442454968
32172,5.642611442454968
32173,6.447938148725832
32174,5.169829482568371
32175,5.411510412794488
32176,4.436729699748571
32177,5.4860484903190505
32178,5.63470471635504
32179,7.692139886290035
32180,4.96913901810573
32181,7.600697534278167
32182,6.202278594730699
32183,5.78368527984984
32184,5.22973522766047
32185,4.381057777034801
32186,4.381057777034801
32187,4.381057777034801
32188,4.242807885808267
32189,4.19803627642845
32190,4.1799547257509
32191,4.25508772228659
32192,4.25508772228659
32193,4.318107526701751
32194,4.2332679236158075
32195,4.559766897758857
32196,4.64201890110518
32197,4.273045744520458
32198,4.267894189125718
32199,4.238706506983662
32200,4.197239972416464
32201,4.197239972416464
32202,4.559766897758857
32203,4.360592078813298
32204,4.344491888462229
32205,4.242321813653118
32206,4.8561888000969455
32207,4.402358593650885
32208,4.238706506983662
32209,4.301758830173064
32210,4.212543931367891
32211,4.406304176910129
32212,4.201222892439876
32213,4.782412559141807
32214,4.431182394006107
32215,4.431182394006107
32216,4.431182394006107
32217,4.819128198997773
32218,4.2353270172196815
32219,4.2353270172196815
32220,4.2911372232373
32221,4.762523294419954
32222,4.661581354413104
32223,4.288073719580682
32224,4.699468561308727
32225,4.69928087757017
32226,4.381057777034801
32227,4.44980663294644
32228,4.242550403835439
32229,4.273045744520458
32230,4.234475476205818
32231,4.446159559365284
32232,4.29876211193333
32233,4.360592078813298
32234,4.4925675373182585
32235,4.2193435267108415
32236,4.253432395806253
32237,5.193766444692555
32238,4.94680375734172
32239,4.94680375734172
32240,5.194007720301768
32241,4.733504178035233
32242,4.799646177849276
32243,5.045028783059197
32244,4.242321813653118
32245,4.446159559365284
32246,4.201222892439876
32247,5.037636323069417
32248,4.9413195936948355
32249,5.0236668387177845
32250,5.392097902085734
32251,4.201222892439876
32252,5.400890601055901
32253,5.548427578693487
32254,4.928991862071299
32255,4.238706506983662
32256,4.53989083449388
32257,4.782412559141807
32258,4.516658848665134
32259,5.529426285474738
32260,6.002896270901121
32261,5.107219995684012
32262,4.963273848867913
32263,4.479986127498894
32264,4.446162832433403
32265,4.852496323763458
32266,4.402358593650885
32267,5.260908209650657
32268,6.106121527228446
32269,4.360592078813298
32270,4.7488884279026875
32271,5.661976750492353
32272,5.35977714403507
32273,5.225876687809169
32274,4.381197677811088
32275,4.509466148269058
32276,4.46484228176464
32277,4.240589308697682
32278,4.437101606763462
32279,4.396657501856342
32280,5.63208571670606
32281,4.205730912643395
32282,4.599896571277859
32283,4.479986127498894
32284,4.242550403835439
32285,4.273045744520458
32286,5.249445876125138
32287,4.64201890110518
32288,4.243046724688015
32289,4.5859906071366465
32290,5.344282113102027
32291,5.050052709504754
32292,4.5859906071366465
32293,5.537530136198715
32294,4.53620180579144
32295,4.654356905214818
32296,4.3391567716596136
32297,4.799504741891588
32298,4.758741757928022
32299,4.178941739162416
32300,4.273045744520458
32301,5.128781607723078
32302,4.660893062291679
32303,4.8561888000969455
32304,4.417313397004968
32305,4.185111750434909
32306,5.232230612847444
32307,4.538523407390738
32308,5.086317024361581
32309,4.430361065187806
32310,4.73945062880427
32311,4.417313397004968
32312,4.201222892439876
32313,4.301758830173064
32314,4.4386774993783105
32315,4.202812309615894
32316,4.640885866139032
32317,6.639128791952788
32318,6.611120072225134
32319,6.822572491179056
32320,6.667109604282378
32321,6.628357345823767
32322,6.620673300588235
32323,7.219864824853618
32324,6.62910213539035
32325,6.607785060545044
32326,6.607785060545044
32327,6.711293305259577
32328,6.711293305259577
32329,7.133624442249449
32330,6.577507697099796
32331,6.680141278610142
32332,7.2263394625945425
32333,7.059891305348435
32334,6.5780890353765935
32335,6.5780890353765935
32336,6.628357345823767
32337,6.597591403180657
32338,6.65109280865261
32339,12.834761044084345
32340,6.672062147421931
32341,6.664176181296191
32342,6.636617592666601
32343,6.690247749316058
32344,6.639312861496421
32345,6.716029418464801
32346,6.612606901253789
32347,7.1017644547251395
32348,7.0584507627553865
32349,7.066485057237838
32350,6.639312861496421
32351,7.463835594166739
32352,6.540708061910689
32353,7.316953345605783
32354,6.619143571699467
32355,6.787535311609852
32356,7.19619022824794
32357,6.603555977122832
32358,6.691776860341896
32359,7.19619022824794
32360,7.19619022824794
32361,6.544224494418818
32362,6.6943982839151746
32363,6.734622862861269
32364,6.672102859059378
32365,6.855351521881643
32366,6.746743099374226
32367,6.746743099374226
32368,6.920669383081251
32369,6.711293305259577
32370,6.620673300588235
32371,7.191400487278449
32372,6.628357345823767
32373,6.52893391574454
32374,6.561608846129988
32375,7.267329119439481
32376,6.607785060545044
32377,6.746743099374226
32378,7.435651500600059
32379,6.639312861496421
32380,6.869735689070937
32381,6.619513105201549
32382,6.808207227259274
32383,6.540708061910689
32384,7.066485057237838
32385,6.628357345823767
32386,6.637640033268629
32387,6.650083492855643
32388,6.6382005474894505
32389,7.266269376040534
32390,7.117116997094793
32391,6.642932636854805
32392,6.448425700478052
32393,6.602911091732803
32394,6.680141278610142
32395,6.619143571699467
32396,7.031747964535066
32397,6.606307153418143
32398,7.0354308400912995
32399,6.642932636854805
32400,6.597591403180657
32401,6.637640033268629
32402,6.566647624231466
32403,6.855351521881643
32404,6.65109280865261
32405,6.577081083326545
32406,6.620673300588235
32407,6.970593598119237
32408,6.702532684674065
32409,7.047584642318296
32410,6.934859096573737
32411,6.77298294489181
32412,6.746743099374226
32413,6.5265370187264535
32414,7.219864824853618
32415,6.636617592666601
32416,6.602421023555143
32417,6.583745594990131
32418,7.066169136089036
32419,6.639312861496421
32420,6.653406493561606
32421,6.628357345823767
32422,6.664176181296191
32423,6.767891297664241
32424,6.877267075916303
32425,5.5623353741234505
32426,4.349861274513825
32427,10.704460766344182
32428,5.120253060448938
32429,4.141538366093666
32430,8.401456222068926
32431,5.286931337424926
32432,5.529612266706672
32433,6.062654218559364
32434,4.85114774640777
32435,4.863329936440041
32436,4.054039205309693
32437,4.1932661094187695
32438,5.429800759572877
32439,10.917164185539818
32440,4.328872265034581
32441,4.6485194870017095
32442,4.6485194870017095
32443,6.629171765881285
32444,4.7645325577684225
32445,6.2480236549978825
32446,4.7645325577684225
32447,4.419224626793106
32448,8.768170246435655
32449,4.146755482278441
32450,6.888869935288435
32451,5.55129263120717
32452,5.3919671516946135
32453,6.120453271927793
32454,6.072339205150793
32455,4.741545221536291
32456,4.462751302337088
32457,6.2688297077959705
32458,6.056238755079986
32459,4.844330354788476
32460,4.844330354788476
32461,4.844330354788476
32462,4.844330354788476
32463,4.844330354788476
32464,5.200901406035026
32465,5.200901406035026
32466,5.200901406035026
32467,4.844330354788476
32468,5.642611442454968
32469,5.149156251301146
32470,5.024979529178082
32471,5.988595041853712
32472,4.5728857873456334
32473,8.254546161591916
32474,8.09361583480961
32475,4.850621961807425
32476,5.860665255168905
32477,5.439105966704846
32478,6.715258283309106
32479,9.911294888061475
32480,5.6505221165483865
32481,4.4080223365179565
32482,8.29052316238436
32483,6.589038196570614
32484,5.001008968937476
32485,5.202388780323766
32486,4.26868385327943
32487,4.25508772228659
32488,4.2332679236158075
32489,4.273045744520458
32490,4.267894189125718
32491,4.178941739162416
32492,4.293625199034242
32493,4.505705498993187
32494,4.360592078813298
32495,4.581956717910146
32496,4.581956717910146
32497,4.344491888462229
32498,4.344491888462229
32499,4.344491888462229
32500,4.238706506983662
32501,4.335968899543445
32502,4.446009836500447
32503,4.25800147011622
32504,4.828612140935912
32505,4.202812309615894
32506,4.202812309615894
32507,4.253432395806253
32508,4.240589308697682
32509,4.240589308697682
32510,4.983983207155511
32511,4.396657501856342
32512,4.396657501856342
32513,5.22304079549362
32514,4.580546424542807
32515,4.46484228176464
32516,4.46484228176464
32517,5.408740604709839
32518,4.395033923183744
32519,4.393309862165962
32520,4.393309862165962
32521,4.782708260188095
32522,4.281183743667834
32523,4.776690805453525
32524,5.093872304286646
32525,4.34573799197961
32526,5.492456003915958
32527,5.289781446604817
32528,4.242807885808267
32529,4.298963905664451
32530,4.267894189125718
32531,4.360592078813298
32532,4.92538637539138
32533,4.505705498993187
32534,4.402358593650885
32535,4.402358593650885
32536,4.201499844487351
32537,4.339710146514676
32538,4.240589308697682
32539,4.396657501856342
32540,4.620735322709067
32541,4.94680375734172
32542,4.393309862165962
32543,4.782708260188095
32544,4.454203068276873
32545,4.410181717260274
32546,5.17773555776342
32547,4.34573799197961
32548,4.586178568817439
32549,5.006158636644126
32550,4.335145177182952
32551,4.253432395806253
32552,4.197239972416464
32553,4.92538637539138
32554,4.2193435267108415
32555,5.289781446604817
32556,4.53989083449388
32557,4.580546424542807
32558,4.991744711194503
32559,4.454203068276873
32560,4.586178568817439
32561,5.8674931529061265
32562,4.432961834413583
32563,4.335968899543445
32564,4.19803627642845
32565,4.35744652545519
32566,6.53180459715116
32567,4.2353270172196815
32568,4.2193435267108415
32569,4.335968899543445
32570,5.729498379891382
32571,4.661581354413104
32572,4.7488884279026875
32573,6.268246092126966
32574,4.775523837293742
32575,5.289564974214395
32576,4.240589308697682
32577,4.561601090854097
32578,4.430361065187806
32579,4.233165070157165
32580,4.34495290664342
32581,4.301758830173064
32582,4.25800147011622
32583,4.1799547257509
32584,4.178941739162416
32585,4.344491888462229
32586,4.233165070157165
32587,5.600198913442899
32588,4.430361065187806
32589,4.446009836500447
32590,4.215671914585542
32591,10.817667548707334
32592,4.6313845424846765
32593,4.860454114405773
32594,4.943918896709921
32595,4.373591944725952
32596,4.506391982184263
32597,4.403724413278576
32598,4.474319779187576
32599,4.469733480636182
32600,4.348104278512014
32601,5.239369000121449
32602,4.197239972416464
32603,4.395033923183744
32604,4.2446823168501755
32605,4.759206657586861
32606,4.360592078813298
32607,5.142872063203296
32608,5.755271775275771
32609,4.907528537048847
32610,4.6313845424846765
32611,5.411536370782452
32612,4.335145177182952
32613,6.467638812340682
32614,7.226295666614179
32615,7.19619022824794
32616,6.544224494418818
32617,6.877267075916303
32618,6.740022051346431
32619,6.680141278610142
32620,6.540708061910689
32621,7.133624442249449
32622,7.117116997094793
32623,7.4755463668370545
32624,6.684423734172583
32625,6.697313449317223
32626,6.579934449276474
32627,6.600307602750411
32628,6.672836189993921
32629,7.117116997094793
32630,6.642932636854805
32631,6.592859248256354
32632,6.639312861496421
32633,6.594146045630892
32634,6.82660466591107
32635,6.734622862861269
32636,6.566647624231466
32637,6.731882605835149
32638,7.332416691088765
32639,7.2263394625945425
32640,6.639312861496421
32641,6.620673300588235
32642,6.858553008778853
32643,6.602421023555143
32644,6.670539122836997
32645,7.0584507627553865
32646,7.047584642318296
32647,7.225555741628718
32648,6.716029418464801
32649,7.139632012027681
32650,7.109400881486646
32651,6.913887072469186
32652,7.316953345605783
32653,6.579934449276474
32654,7.053871173858977
32655,7.031747964535066
32656,6.704742728956654
32657,7.266269376040534
32658,6.642932636854805
32659,6.6654799335854
32660,7.2263394625945425
32661,6.602911091732803
32662,6.602911091732803
32663,6.597591403180657
32664,6.454375537485702
32665,6.842463353339985
32666,6.65109280865261
32667,6.417786780257422
32668,7.226295666614179
32669,6.522238693036184
32670,6.670539122836997
32671,7.117116997094793
32672,6.417786780257422
32673,6.5265370187264535
32674,7.62949348894981
32675,6.620673300588235
32676,7.2263394625945425
32677,7.0584507627553865
32678,6.602911091732803
32679,6.6334532306295015
32680,6.583745594990131
32681,6.858553008778853
32682,6.670147301032908
32683,6.711293305259577
32684,7.266269376040534
32685,6.5780890353765935
32686,7.031747964535066
32687,6.822572491179056
32688,6.670539122836997
32689,6.842463353339985
32690,10.470569625546435
32691,6.623175306706507
32692,7.031747964535066
32693,6.77298294489181
32694,6.597591403180657
32695,6.934859096573737
32696,6.756838384516921
32697,7.420145344170713
32698,12.83342148719989
32699,6.572995081115511
32700,6.582083951632195
32701,6.920669383081251
32702,6.566647624231466
32703,6.61016028695211
32704,6.619513105201549
32705,6.611120072225134
32706,6.697313449317223
32707,6.822572491179056
32708,6.620673300588235
32709,6.467638812340682
32710,6.914180476935687
32711,6.670147301032908
32712,6.920669383081251
32713,4.75155170469292
32714,4.126591071653379
32715,5.660443727542986
32716,6.532347449209029
32717,11.765155119010688
32718,5.812385524299788
32719,4.775220758691257
32720,5.909394918797917
32721,4.987658202902196
32722,4.863329936440041
32723,4.753004425436637
32724,5.037515175139908
32725,4.851330849268831
32726,4.328872265034581
32727,4.343329211135154
32728,4.338564488520377
32729,4.961409243756206
32730,5.468776554689238
32731,8.768170246435655
32732,8.768170246435655
32733,4.7645325577684225
32734,6.120453271927793
32735,6.120453271927793
32736,5.171341899717553
32737,4.844330354788476
32738,4.844330354788476
32739,4.844330354788476
32740,4.844330354788476
32741,5.200901406035026
32742,5.200901406035026
32743,5.200901406035026
32744,5.25758593336517
32745,4.844330354788476
32746,5.5425762323509975
32747,5.5304374598463015
32748,5.5304374598463015
32749,5.325216092980494
32750,5.389135154388618
32751,4.8464733004743215
32752,4.622423168417448
32753,5.411510412794488
32754,4.548967927895876
32755,4.349030426307319
32756,5.362673498997194
32757,4.873157414896573
32758,4.510160394561802
32759,6.819644318903114
32760,5.556814972302662
32761,8.703805612478712
32762,4.824951637928174
32763,5.536671769873609
32764,8.451909412486058
32765,5.925439317744877
32766,5.442612975933978
32767,4.809758628720863
32768,4.22371881301694
32769,4.25508772228659
32770,4.25508772228659
32771,4.242550403835439
32772,4.2332679236158075
32773,4.267894189125718
32774,4.178941739162416
32775,4.479986127498894
32776,4.544512203789073
32777,4.197239972416464
32778,4.197239972416464
32779,4.197239972416464
32780,4.197239972416464
32781,4.559766897758857
32782,4.479986127498894
32783,4.402358593650885
32784,4.479986127498894
32785,4.479986127498894
32786,4.242321813653118
32787,4.8561888000969455
32788,4.301758830173064
32789,4.360592078813298
32790,4.776942389722005
32791,4.446009836500447
32792,4.212543931367891
32793,4.243046724688015
32794,4.2193435267108415
32795,4.406304176910129
32796,4.25800147011622
32797,4.417313397004968
32798,4.828612140935912
32799,4.378442530760302
32800,4.375980253775653
32801,4.332885196947267
32802,4.2001358744857455
32803,4.201222892439876
32804,4.201222892439876
32805,4.335258252678113
32806,5.193766444692555
32807,4.418691103824848
32808,4.578091527809932
32809,4.833108937548617
32810,4.555696826859807
32811,4.549639879382431
32812,4.6003443495003165
32813,4.327463136926583
32814,4.288073719580682
32815,4.699468561308727
32816,6.563518411595684
32817,4.318107526701751
32818,4.233165070157165
32819,4.360592078813298
32820,4.402358593650885
32821,4.197239972416464
32822,4.197239972416464
32823,4.293625199034242
32824,4.479986127498894
32825,4.402358593650885
32826,4.253432395806253
32827,4.375980253775653
32828,4.568307392050157
32829,5.645604343144166
32830,4.890452502350301
32831,4.395033923183744
32832,4.699468561308727
32833,4.708760444893924
32834,6.446025009237681
32835,5.788819116376686
32836,4.7431023883866
32837,5.59253758369295
32838,4.516658848665134
32839,6.6870266468313115
32840,4.205730912643395
32841,4.819128198997773
32842,4.705311529106119
32843,4.812941383387104
32844,5.5175842482760125
32845,5.8494717854000475
32846,5.201131882240374
32847,4.975494364775666
32848,4.447638971735226
32849,4.64201890110518
32850,4.769120959053808
32851,4.944410898371062
32852,4.940694712071366
32853,5.16552124342068
32854,5.6082505996771745
32855,5.018894027349083
32856,5.281933123023851
32857,4.819128198997773
32858,4.708760444893924
32859,5.400890601055901
32860,4.775523837293742
32861,4.201499844487351
32862,5.394597433147598
32863,4.515327376224561
32864,4.907841517600512
32865,4.344491888462229
32866,4.298963905664451
32867,4.53989083449388
32868,4.510027839429593
32869,4.446159559365284
32870,5.025952382461232
32871,4.666416023390744
32872,4.907841517600512
32873,4.417313397004968
32874,5.63208571670606
32875,5.5861868793927325
32876,6.106121527228446
32877,5.610140876800072
32878,5.260908209650657
32879,4.6970259806836125
32880,4.87567992466614
32881,4.568307392050157
32882,4.446159559365284
32883,4.819346308701597
32884,5.1581176051635635
32885,4.202812309615894
32886,4.782695993450121
32887,4.238706506983662
32888,4.506391982184263
32889,4.282241137024891
32890,4.303792513291078
32891,4.269132962294482
32892,4.451089180694728
32893,4.511199262666128
32894,4.298963905664451
32895,4.298963905664451
32896,4.479986127498894
32897,4.301758830173064
32898,4.306177479212543
32899,5.63208571670606
32900,4.360592078813298
32901,4.580546424542807
32902,5.411644913345893
32903,4.2911372232373
32904,6.03669955921904
32905,6.344056324223926
32906,4.301758830173064
32907,4.431182394006107
32908,4.2911372232373
32909,5.172424756141834
32910,4.25286805080705
32911,9.035020522858629
32912,7.066485057237838
32913,6.777532850182998
32914,7.463835594166739
32915,6.667109604282378
32916,6.934859096573737
32917,7.226295666614179
32918,6.582083951632195
32919,6.747212518473102
32920,6.747212518473102
32921,7.053871173858977
32922,6.670147301032908
32923,7.133624442249449
32924,7.133624442249449
32925,7.133624442249449
32926,6.540550747669732
32927,6.704742728956654
32928,7.066485057237838
32929,6.620673300588235
32930,6.594146045630892
32931,7.103162217375501
32932,6.798134224822583
32933,6.798134224822583
32934,6.746743099374226
32935,7.094315203478699
32936,6.798577588997208
32937,7.191400487278449
32938,7.109400881486646
32939,7.109400881486646
32940,7.9398127838981285
32941,6.639312861496421
32942,6.639128791952788
32943,6.672836189993921
32944,7.047584642318296
32945,7.219864824853618
32946,9.035020522858629
32947,6.960186979284427
32948,6.961922619678475
32949,7.267329119439481
32950,6.684423734172583
32951,6.552471535705712
32952,7.463835594166739
32953,7.1017644547251395
32954,7.031747964535066
32955,7.2263394625945425
32956,6.684423734172583
32957,6.7889696453815755
32958,7.053871173858977
32959,6.592859248256354
32960,6.620673300588235
32961,7.139632012027681
32962,7.1017644547251395
32963,6.727197197756611
32964,7.4088560394545935
32965,6.960186979284427
32966,7.031267389513745
32967,6.636617592666601
32968,7.191400487278449
32969,6.670539122836997
32970,7.225555741628718
32971,7.2263394625945425
32972,6.7889696453815755
32973,6.639312861496421
32974,6.711293305259577
32975,6.612606901253789
32976,6.620673300588235
32977,6.727197197756611
32978,6.639312861496421
32979,7.187781922671034
32980,6.5780890353765935
32981,7.0943237608548415
32982,7.153055197794401
32983,7.144906309805813
32984,6.623175306706507
32985,7.139632012027681
32986,6.656453467223583
32987,6.544224494418818
32988,7.133624442249449
32989,6.676371847930557
32990,6.77298294489181
32991,6.520008240723296
32992,7.219864824853618
32993,6.65109280865261
32994,6.646341365387523
32995,6.822572491179056
32996,7.2263394625945425
32997,6.680141278610142
32998,6.767891297664241
32999,6.855351521881643
33000,6.9015263393501245
33001,6.851636151541047
33002,6.667109604282378
33003,7.219864824853618
33004,6.628357345823767
33005,6.708957524499916
33006,7.19619022824794
33007,6.70153942065155
33008,5.3097068341354134
33009,5.5182522520674215
33010,6.027217794290348
33011,5.066886853609024
33012,4.618704849643218
33013,3.958873913446444
33014,6.340190606813097
33015,5.369774654884578
33016,4.782299217950989
33017,5.015781523903742
33018,5.04846909776562
33019,8.873430799998909
33020,4.851330849268831
33021,10.917164185539818
33022,4.525384643196374
33023,6.419098990657162
33024,5.611034113825181
33025,6.581664797963362
33026,4.338564488520377
33027,6.120453271927793
33028,4.4479580579595055
33029,5.171341899717553
33030,4.121146800024904
33031,4.844330354788476
33032,4.844330354788476
33033,4.844330354788476
33034,4.844330354788476
33035,5.200901406035026
33036,5.200901406035026
33037,4.844330354788476
33038,5.5425762323509975
33039,4.844330354788476
33040,4.528978218745497
33041,4.528978218745497
33042,5.325216092980494
33043,4.522506395229638
33044,6.400063839302709
33045,5.169829482568371
33046,5.411510412794488
33047,4.622423168417448
33048,5.024979529178082
33049,4.548967927895876
33050,5.067791357461289
33051,4.952810060767889
33052,7.0473903675542635
33053,6.715258283309106
33054,6.819644318903114
33055,6.4212739462034385
33056,12.383054466265438
33057,5.8473993554824055
33058,6.535987930290826
33059,4.842945582330641
33060,5.643575664855036
33061,4.1799547257509
33062,4.20171914468639
33063,4.360592078813298
33064,4.197239972416464
33065,4.8561888000969455
33066,4.238706506983662
33067,4.360592078813298
33068,4.402358593650885
33069,4.776942389722005
33070,4.446009836500447
33071,4.243046724688015
33072,4.243046724688015
33073,4.201499844487351
33074,4.233165070157165
33075,4.828612140935912
33076,4.450351069228179
33077,4.253432395806253
33078,4.253432395806253
33079,4.332885196947267
33080,4.2001358744857455
33081,4.431182394006107
33082,4.7246495475422385
33083,4.561601090854097
33084,4.758741757928022
33085,4.46484228176464
33086,4.2911372232373
33087,4.430361065187806
33088,4.666416023390744
33089,4.515327376224561
33090,4.515327376224561
33091,4.819346308701597
33092,5.475687415622832
33093,4.34573799197961
33094,4.586178568817439
33095,4.446159559365284
33096,4.242321813653118
33097,4.25286805080705
33098,4.568307392050157
33099,4.306177479212543
33100,5.142872063203296
33101,4.454203068276873
33102,4.963273848867913
33103,5.092113032926433
33104,4.20171914468639
33105,4.332885196947267
33106,4.561601090854097
33107,4.94680375734172
33108,4.586178568817439
33109,8.542041629038586
33110,5.00762751083551
33111,5.056942463515861
33112,4.4386774993783105
33113,5.100400701851103
33114,4.360592078813298
33115,4.908528286449557
33116,4.538523407390738
33117,5.25188317668254
33118,4.197239972416464
33119,4.431182394006107
33120,5.202388780323766
33121,5.681869604721969
33122,5.351377515906029
33123,5.71172409437138
33124,5.581329185136568
33125,5.260908209650657
33126,5.944170695867101
33127,5.6176964007870565
33128,5.358833150488709
33129,5.680024424876714
33130,4.870512047156737
33131,4.863646116896552
33132,4.9374046824603175
33133,4.776942389722005
33134,5.0954877044133715
33135,5.755271775275771
33136,5.267254948819917
33137,5.610140876800072
33138,4.671013085421592
33139,4.64201890110518
33140,5.175296389995862
33141,5.063984095470546
33142,6.110438804421443
33143,4.360592078813298
33144,4.446009836500447
33145,4.335258252678113
33146,4.393309862165962
33147,4.2193435267108415
33148,4.335258252678113
33149,4.349121731654827
33150,4.599896571277859
33151,5.490568102486274
33152,4.288073719580682
33153,5.1678018729311015
33154,5.830424040925785
33155,4.586178568817439
33156,5.340035130055553
33157,4.6003443495003165
33158,4.509466148269058
33159,4.406304176910129
